Record_ID,Age,Community_Buildin,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_-Censorship,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
1962,29,2,0,0,0,1,0,0,0,0,69,0,0,0,1,0,0,5,2,1,5,0,0,1,0,0,0,0,0,0,4,0,99,2,4,30,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,2,3
1963,36,0,1,1,0,0,0,1,1,1,7,0,0,0,1,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,5,99,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,0
1964,54,98,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,5,99,3,6,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,2
1965,30,0,1,0,0,0,0,1,0,0,54,0,0,0,1,0,0,2,6,1,4,0,0,0,0,0,0,0,0,1,3,2,5,98,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,1,0,0,0,0,0,1,99,2
1966,35,2,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,5,1,1,6,0,0,0,1,0,0,0,0,0,5,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,3
1967,0,0,1,1,0,0,1,0,0,0,4,0,0,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1,5,99,6,99,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,0,0,1,0,5,1
1968,42,0,0,0,0,0,0,0,0,1,40,0,0,1,0,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,5,99,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,4,2
1969,30,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,6,1,1,4,0,0,1,0,0,0,0,0,0,5,99,5,98,4,7,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,1,1,99,3
1970,24,98,0,0,0,0,1,0,0,0,20,0,0,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,1,5,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,99,2
1971,24,98,0,0,1,0,0,0,0,0,45,0,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,5,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,1,1,0,4,3
1972,22,2,0,0,1,0,0,0,0,0,29,0,0,0,0,0,1,3,5,1,5,0,0,0,0,0,0,0,0,1,5,0,5,0,1,6,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,3,1,2,2,0,0,0,0,1,0,4,0
1973,72,98,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,5,99,3,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,1,0
1974,15,0,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,3,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,99,2
1975,28,0,0,1,0,0,0,1,0,0,72,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,4,2,99,1,3,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,1,1,2
1976,42,0,0,0,0,0,0,1,0,1,18,0,0,0,1,0,0,2,6,0,8,0,0,0,1,0,0,0,0,0,5,99,3,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,99,2
1977,17,0,0,1,0,0,0,0,0,0,29,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,5,3,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,0,0,1,0,0,0,4,2
1978,41,2,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0,4,1,0,6,0,0,0,0,0,1,0,0,0,5,3,3,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,2
1979,60,98,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,6,1,6,0,0,0,0,0,0,0,0,1,5,1,3,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,2
1980,0,0,0,1,0,1,0,0,1,1,8,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,1,5,99,0,0,4,0,99,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,4,0
1981,42,2,1,1,0,0,0,1,0,1,48,0,0,0,1,0,0,3,2,1,7,0,0,0,0,0,0,0,0,1,5,1,3,1,4,1,0,99,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,0,0,0,0,1,1,4,2
1982,15,0,0,1,0,0,0,1,0,0,45,0,0,0,1,0,0,1,3,1,8,0,0,0,0,0,1,0,0,0,5,0,5,99,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,99,3
1983,26,98,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,4,5,1,3,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,1
1984,27,0,1,1,0,0,0,1,0,0,55,0,0,0,1,0,0,5,5,0,7,0,0,0,0,0,0,0,0,1,4,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,5,3
1985,41,0,0,1,0,1,0,1,0,1,40,0,0,0,1,0,0,5,3,0,4,0,0,0,1,0,0,0,0,1,5,99,99,1,4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,99,3
1986,26,98,0,0,1,0,0,0,0,0,50,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,6,3,5,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,4,2
1987,22,0,0,0,0,1,0,0,1,0,55,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,4,3,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,4,2
1988,30,0,1,0,0,0,0,1,0,1,32,0,0,0,1,0,0,4,1,0,7,0,0,0,0,0,0,0,0,1,5,99,3,0,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,1,0,0,1,3
1989,24,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,4,1,1,3,0,1,0,0,0,0,0,0,0,5,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3
1990,26,0,0,0,0,1,0,0,0,0,22,0,0,0,1,0,0,4,2,1,2,0,0,0,0,0,1,0,0,0,5,99,5,99,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,1,0,4,3
1991,42,2,1,0,0,0,0,1,1,0,15,0,0,0,1,0,0,2,2,0,3,0,0,0,0,0,0,0,0,1,5,2,5,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,99,3
1992,65,0,1,1,0,0,0,0,0,0,28,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,5,99,3,98,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,4,0
1993,43,0,0,0,0,0,0,0,0,1,54,0,0,0,1,0,0,2,6,1,5,0,0,0,0,0,1,0,0,0,3,2,99,6,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0,99,1
1994,59,2,1,1,0,0,0,1,0,1,7,0,0,0,1,0,0,3,5,0,6,1,0,0,0,0,0,0,0,0,5,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,0,0,1,0,4,1
1995,21,98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,5,99,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,1,0,0,1,2
1996,0,98,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,5,99,3,1,2,1,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,4,2
1997,26,2,1,0,0,1,0,0,0,1,35,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,1,0,0,1,5,2,5,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,99,3
1998,42,98,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,5,99,5,98,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,4,2
1999,22,2,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,4,2,1,1,0,0,1,0,0,0,0,0,0,5,3,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,3
2000,16,0,1,0,0,0,0,0,1,0,40,0,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,5,3,5,1,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,1,0,0,1,0,0,0,2,2
2001,15,0,0,1,0,0,0,1,0,0,19,0,0,0,1,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,5,3,5,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,4,1
2002,33,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,1,5,2,5,2,4,1,2,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,2,0,0,0,0,1,0,99,0
2003,49,98,0,1,0,0,0,1,0,0,54,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,3,2,3,99,3,15,2,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,4,4
2004,24,0,0,0,0,0,0,1,0,1,34,0,0,0,1,0,0,4,3,0,2,0,0,0,1,0,0,0,0,0,5,2,5,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,4,2
2005,32,0,1,1,0,1,1,1,1,0,28,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,5,0,3,99,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
2006,46,98,1,0,0,0,0,0,0,0,44,0,0,0,1,0,0,3,1,0,6,0,0,0,0,1,0,0,0,0,5,2,99,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
2007,65,98,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,5,1,6,0,0,0,0,0,0,0,0,1,5,99,3,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,4,0
2008,29,0,1,1,0,0,0,1,0,0,4,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,5,2,5,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,99,3
2009,33,2,0,0,1,0,0,0,0,0,99,0,0,0,1,0,0,4,1,0,5,1,0,0,0,0,0,0,0,0,6,0,5,1,1,2,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,2,0,0,0,0,0,1,6,1
2010,60,98,0,0,1,0,0,0,0,0,23,0,0,0,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,1,5,99,3,98,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,5,2
2011,47,2,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0,7,1,0,6,0,0,0,0,0,0,0,0,1,5,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,3
2012,39,0,1,1,0,1,1,1,0,1,8,0,0,0,1,0,0,4,2,0,7,0,0,0,0,0,0,0,1,0,5,2,5,2,1,1,1,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,3
2013,26,0,0,1,0,0,1,0,0,1,12,0,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,5,99,99,2,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,4,2
2014,51,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,5,1,1,8,0,0,0,1,0,0,0,0,0,5,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,99,2
2015,26,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,4,2,0,3,0,0,0,0,0,0,0,0,1,5,1,5,1,2,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,99,1
2016,28,98,0,0,1,0,0,0,0,0,50,0,0,0,1,0,0,4,4,1,5,0,0,0,0,0,0,0,0,1,6,99,99,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,2,0,0,0,0,0,1,4,1
2017,48,0,0,1,0,0,0,0,0,1,32,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,0,0,1,5,3,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2,2
2018,23,98,1,1,0,1,1,1,0,0,4,0,0,0,1,0,0,4,5,0,4,0,1,0,0,0,0,0,0,0,5,0,5,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,1,0,0,0,0,1,1,1,3
2019,31,0,1,1,0,0,0,1,0,0,4,0,0,0,1,0,0,5,1,0,6,0,0,0,0,0,0,0,0,1,5,2,5,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,4,3
2020,44,98,0,1,0,0,0,1,1,0,21,0,0,0,1,0,0,6,2,1,6,0,0,0,0,0,0,0,0,1,5,3,3,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,2
2021,27,2,0,1,0,0,0,1,0,0,102,0,0,0,1,0,0,4,2,1,3,0,0,0,1,0,0,0,0,0,2,2,5,6,1,4,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,99,3
2022,35,0,0,1,0,0,0,1,0,0,40,0,0,0,1,0,0,4,4,1,5,0,0,0,1,0,0,0,0,0,5,2,3,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
2023,50,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0,3,1,1,5,0,0,1,0,0,0,0,0,0,5,0,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,99,3
2024,21,2,0,1,0,1,0,0,0,0,11,0,1,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,0,1,0,0,1,0,99,0
2025,20,0,1,1,0,0,1,1,0,0,34,0,0,0,1,0,0,3,2,1,2,0,0,1,0,0,0,0,0,0,5,3,5,4,3,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,99,4
2026,74,98,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,4,6,1,5,0,0,0,0,0,0,0,1,0,5,1,1,6,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2,1
2027,51,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,4,2
2028,34,0,0,1,0,1,0,1,0,0,8,0,0,0,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,5,99,3,99,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,3
2029,45,0,1,1,0,0,0,1,0,0,68,0,0,0,1,0,0,5,2,1,6,0,0,0,0,0,1,0,0,0,6,0,3,99,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,99,3
2030,29,0,1,1,0,0,0,1,0,0,40,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,0,5,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,99,4
2031,27,0,0,1,0,0,0,0,1,0,31,0,0,0,1,0,0,3,2,1,3,0,0,0,0,0,0,1,0,0,5,2,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,1,0,4,2
2032,29,98,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,7,2,1,4,1,0,0,0,0,0,0,0,0,5,0,5,1,2,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,3
2033,0,98,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,3,1,0,6,0,0,0,0,0,0,0,0,1,5,99,3,6,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,0,0,1,0,99,1
2034,61,2,0,0,0,0,0,1,0,1,7,0,1,0,0,0,0,5,1,0,8,0,0,0,0,0,0,0,1,0,5,3,3,99,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,4,2
2035,26,2,0,0,1,0,0,0,0,0,34,0,0,0,1,0,0,4,2,0,3,0,0,0,0,0,0,1,0,0,5,3,99,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,99,3
2036,21,2,1,0,0,0,0,1,0,0,19,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,5,3,5,6,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,0,0,1,1,0,0,4,3
2037,39,0,1,1,0,0,0,1,0,0,29,0,0,0,1,0,0,3,3,1,8,0,0,0,0,0,0,0,0,1,5,0,1,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,1,0,0,0,0,99,3
2038,30,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,1,5,0,99,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0,4,3
2039,36,98,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,5,2,0,4,0,0,0,1,0,0,0,0,0,5,2,5,98,4,12,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,4,1
2040,32,1,0,1,0,0,0,0,0,0,28,0,0,0,1,0,0,4,2,1,4,0,0,1,0,0,0,0,0,0,5,0,5,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,4
2041,31,0,1,1,0,0,0,1,0,0,28,0,0,0,1,0,0,4,6,1,6,0,0,0,0,0,0,0,0,1,5,0,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
2042,14,0,0,1,0,1,0,0,0,0,29,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,3,5,98,3,140,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,1,0,0,0,4,0
2043,51,2,0,0,1,0,0,0,0,0,47,0,0,0,1,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,5,2,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,3
2044,34,2,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,4,1,1,6,0,0,0,0,0,0,0,0,1,5,1,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,1,2
2045,41,0,1,1,0,1,0,0,0,1,18,0,1,0,0,0,0,4,2,1,1,0,0,0,1,0,0,0,0,0,5,99,99,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,4,4
2046,0,0,1,1,0,1,0,0,0,0,16,0,0,0,1,0,0,99,1,1,0,0,0,0,1,0,0,0,0,1,5,3,5,1,3,1,0,4,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,4,1
2047,22,2,1,1,0,0,0,0,0,0,29,0,0,0,1,0,0,4,1,1,3,0,0,0,0,0,0,0,0,1,5,2,5,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,99,2
2048,44,0,1,1,0,0,0,1,0,0,8,0,0,0,1,0,0,4,1,1,8,1,0,0,0,0,0,0,0,0,5,1,3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,4,3
2049,30,0,1,1,0,1,1,1,0,0,8,0,0,0,1,0,0,5,2,1,6,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,4
2050,71,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,5,99,3,98,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,2,0,0,0,0,1,0,99,1
2051,29,98,0,0,0,1,0,0,0,0,43,0,0,0,1,0,0,2,1,1,6,0,0,0,0,0,0,0,0,1,5,2,5,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,1
2052,22,98,1,0,0,0,0,0,0,1,11,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,5,99,5,1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,2,0,0,0,0,1,0,4,3
2053,48,0,0,1,0,0,0,0,0,0,63,0,0,0,1,0,0,7,2,0,7,0,0,0,0,0,0,0,0,1,6,99,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,4,2
